city,summary,date_time,Latitude,Longitude,,
Hobbs,"2 BRIGHT LIGHTS OVER THE S SKY OVER HOBBS,N.M.  ((NUFORC Note:  Venus and Jupiter??  PD))",11/28/08 18:30,32.703708,-103.485112,,
Albuquerque,My wife and I were outside in the Jacuzzi when she first saw a light.  It glowed and traveled from north to south.  It lit up again whe,1/1/10 18:00,35.199592,-106.644831,,
Santa Rosa,A large yellow fireball traveling slowly and nearly horizontal across the night sky,9/27/08 00:30,34.852639,-104.589897,,
Datil,"Silver disc flies over mountain in New Mexico dawn April 27, 1990 seen by car driver.",4/27/90 07:20,33.890975,-108.379371,,
Los Alamos,Disk hovers over Los Alamos during the development of the atomic bombs, pursued by planes.,6/1/44 12:00,35.849514,-106.288482,
Albuquerque,"It was around the time I stated in the beginning of this report. 1730 hours, I was sitting down on a chair smoking a cigarette. i looke",4/17/10 18:39,35.199592,-106.644831,,
Las Cruces,A very large brightly lit object floats over buildings without a sound and disappears.,7/14/09 21:20,32.290052,-106.753893,,
Deming,I saw a ball of  white light with a green glow drop down get brighter and change direction and speed,3/16/08 03:15,32.079682,-107.683073,,
Las Vegas,"4 Lights moving in unison then diappeared after a sudden bright flash of light over Mora county, NM",9/30/08 01:25,35.551539,-104.985643,,
Roswell,"Large orange lights north of Roswell, NM",8/5/09 20:45,33.637061,-104.377926,,
Kenna,Lights flashing in sky.,8/5/09 21:09,33.883159,-103.709525,,
Albuquerque,Saw a chevron of lights moving from north to south while watching for the Leonid meteor shower.,11/17/09 04:10,35.199592,-106.644831,,
Albuquerque,Black Rectangle Three Green Light Bars UFO Crash seen from Albuquerque 08/07/2009,8/7/09 22:20,35.199592,-106.644831,,
Tularosa,green figure 8 followed by military aircraft,1/10/10 18:45,33.172467,-105.960356,,
,I was traveling on the I-10 east in New Mexico on 11-20-09. I glanced at the horizon at about mile marker 2 and noticed an object.,11/20/09 05:00,0,0,,
,object over mountains,1/14/10 01:00,0,0,,
Lordsburg,very strange object,1/20/09 19:00,32.315951,-108.723047,,
Santa Fe,sighted a formation of many star-like objects flying through daytime sky,11/20/09 13:58,35.697473,-105.982146,,
Roswell,We were traveling north on US285 about 35 miles north of Roswell NM.  A large triangular shaped craft appeared seemingly from nowhere a,3/15/98 00:00,33.637061,-104.377926,,
Albuquerque,"Two ""Exhaust Port"" white lights streaking across the sky in Albuquerque that instantly vanished.",10/5/08 21:18,35.199592,-106.644831,,
Albuquerque,"In the ssw, about degrees above the horizon, seemingly under some low clouds, my wife and I saw an upright cylinder shaped light that w",10/6/08 22:00,35.199592,-106.644831,,
Albuquerque,When first sighting the light it was moving unusually fast and changed course after a few minutes and then conducted erratic movements.,7/18/08 03:15,35.199592,-106.644831,,
Grants,2 orange flashing lights with 2 different color lights at bottom. The top light keep blinking.  ((NUFORC Note:  Star??  PD)),12/14/08 02:15,35.14726,-107.85145,,
Angel Fire,"Noticed object in photo while downloading from camera to computer. ((NUFORC Note:  We believe obj. is flower petal, or butterfly.  PD))",10/7/08 12:00,36.39309,-105.28501,,
Las Cruces,Large white cylinder UFO around passenger jet,5/16/09 10:15,32.290052,-106.753893,,
Albuquerque,Black round disk over Albuquerque,7/19/08 18:24,35.199592,-106.644831,,
Los Montoyas,"10-15 miles S.E. of Las Vegas, New Mexico.  Silver disc or round,",6/17/10 09:41,35.41949,-105.207784,,
Carlsbad,"Bright shimmering  cylinder seen in sky over Carlsbad, NM  05/17/2009",5/17/09 19:00,32.416897,-104.46539,,
Las Cruces,"bright orbs in triangular formation over NASA facility in Las Cruces, NM 7:45pm 5/17/09",5/17/09 19:45,32.290052,-106.753893,,
Las Cruces,Light oval shaped or circular object.,5/17/09 20:00,32.290052,-106.753893,,
Las Cruces,"Bright diamond shape craft stayed in one place . Looked like it changed from 1-3 crafts, appeared for about 20 min and tucked away behi",5/17/09 20:31,32.290052,-106.753893,,
Tijeras,UFO over Sandia Mountains,5/1/10 23:00,35.035534,-106.275342,,
Holloman Afb,Unusual Lights Seen,1/25/10 19:15,32.836613,-106.077384,,
Albuquerque,a bright light over Albuquerque NM,5/25/10 22:00,35.199592,-106.644831,,
Santa Fe,"Two gold ""star like"" objects moving silently in formation.",5/26/10 09:30,35.697473,-105.982146,,
Alamogordo,Bright Orange Orb traveled fairly quickly  across sky  then  hovered briefly and shot straight up.,11/30/09 20:51,32.870046,-105.948967,,
Moriarty,the ufo was moving fast and erraticly it was moving in immposible ways,4/20/08 15:00,34.94103,-106.055796,,
Albuquerque,"Albuquerque, New Mexico USA Object/Lights Night Sky July 24, 2009 21:31-21:51 PM",7/24/09 21:30,35.199592,-106.644831,,
Taos,Two large craft that released a dozen smaller craft which dissapered as the larger craft kept flying,5/29/10 20:05,36.429239,-105.554532,,
Socorro,"Followed by at very close range, rectangular shape, orange lights approximately 75-85 mph",2/1/10 04:45,34.0584,-106.89142,,
Aztec,"huge, bright meteor seen over Aztec, New Mexico",7/23/08 23:30,36.842198,-107.818288,,
Deming,I observed a hovering object along N.M. highway 11 south of Deming N.M. at 10:40 am for 15 minutes as I drove north.,3/20/09 10:40,32.079682,-107.683073,,
Continental Divide,April 20 2009 Simi Circular craft Silver in color/with a teardrop shaped white underbelly seen near entrance to Chaco Canyon New Mexico,4/20/09 11:00,35.42503,-108.31535,,
Las Cruces,Orange Fireball Traveling Northbound Over Las Cruces,4/20/09 18:35,32.290052,-106.753893,,
Albuquerque,Vehicle out of southern sky thought to be shooting star hovers over city.,10/11/08 22:20,35.199592,-106.644831,,
Rio Rancho,"The UFO was a sacer shaped, silver object.",10/12/08 09:00,35.268498,-106.783682,,
Aztec,"huge, bright meteor seen over Aztec, New Mexico...again.",7/24/08 23:30,36.842198,-107.818288,,
Albuquerque,bright teardrop flys over the freeway in ALbuquerque,4/21/09 21:40,35.199592,-106.644831,,
Albuquerque,lights shooting across NM sky.,5/31/10 20:00,35.199592,-106.644831,,
Albuquerque,"Oval ship flying over northwest albuquerque bright red, yellow, and white lights pulsing.",2/6/10 17:50,35.199592,-106.644831,,
Isleta,Sudden loss of signal on my Sirius satellite radio and police scanner.,7/26/08 22:29,34.90727,-106.68919,,
Albuquerque,Short cigar shaped object with rays of light eminating from one end, stayed in the sky for 2 hrs+.,8/19/09 22:00,35.199592,-106.644831,
Farmington,80 to a100 strange lighted objects coming from the east skys,5/28/09,36.740321,-108.178691,,
El Rito,"Bright object descended rapidly, leaving a shower of sparks, and turned in a J shape, then stayed the same.",5/28/09 04:00,36.34335,-106.18864,,
Albuquerque,Still for 5 seconds and very bright,5/28/09 21:30,35.199592,-106.644831,,
Albuquerque,Los Ranchos Bright Light,5/28/09 21:30,35.199592,-106.644831,,
Lincoln,New Mexico  bright light and many pods flying about,7/29/09 00:40,33.49203,-105.38387,,
Winston,Meteor or Fireball between Cuchillo and Winston NM March 28 2009  about 9:30 PM very light and very big.,3/28/09 21:30,33.34674,-107.64726,,
Santa Fe,"Bright, multicolor light hovering in air in rural Santa Fe",7/31/08 00:15,35.697473,-105.982146,,
Los Lunas,Chevron shaped craft with dim lights on the botton looked like 3 on each wing. Super quiet.,4/29/09 22:30,34.76577,-106.712287,,
Albuquerque,Unknown shape  ( known sound ),10/19/08 02:00,35.199592,-106.644831,,
Truth Or Consequences,um ..... saw light moveing in the night sky while working on truck,3/30/09 22:00,33.160602,-107.266914,,
Albuquerque,Blue/Green Glowing Figure 8 shape sighted in North East Albuquerque - followed by possible Military Aircraft,8/4/09 20:57,35.199592,-106.644831,,
Fort Sumner,Odd light,4/8/09 05:00,34.531467,-104.174298,,
Roswell,Unidentified Circle of Light accelerates and disappears at very high altitude,8/4/08 21:53,33.637061,-104.377926,,
Hobbs,"Large, pear shaped (upside down teardrop shape) object glowing orange, then drifted away.",8/5/08 21:54,32.703708,-103.485112,,
Albuquerque,Large bright breen object north of Albuquerque that appeared to be breaking up.,10/28/08 19:29,35.199592,-106.644831,,
Medanales,"I saw a chartreuse green fireball with a trail of orange sparks as I was driving on the night of Oct. 28, 2008.",10/28/08 19:38,36.17558,-106.18336,,
Alamogordo,Bright red light hauling ass through the sky.,6/28/08 05:10,32.870046,-105.948967,,
Las Cruces,UFO's Over Las Cruces?,6/29/08 21:00,32.290052,-106.753893,,
Albuquerque,Sphere seen at Fourth of July Fireworks Albuquerque,7/4/08 22:30,35.199592,-106.644831,,
Albuquerque,"On a clear cloudless summer afternoon in the summer of 2000, I was hiking alone in the Sandia Mountains just east of Albuquerque, NM.",6/1/00 15:00,35.199592,-106.644831,,
Farmington,red light seen over farm land saw from the parkinglot of Smiths food and Drug.,9/3/10 20:00,36.740321,-108.178691,,
Lemitar,orange lights in the southeastern sky in New Mexico,9/9/10 22:00,34.153754,-106.912543,,
Truth Or Consequences,Shiny object reflected sun in white sands area ufo stayed in a stable position then was gone in a flash. Ufo was circular.,10/14/10 16:30,33.160602,-107.266914,,
Albuquerque,Silent sphere with multicolored lights floats slowly over Albuquerque then shoots north then west out of sight.,6/1/88 21:30,35.199592,-106.644831,,
Roswell,Roswell,6/1/89 23:00,33.637061,-104.377926,,
Lovington,Lovington new Mexico UFO with crash,11/14/10 18:00,32.94401,-103.34855,,
Albuquerque,"Blue/green Hoops in the sky in Albuquerque, New Mexico.",11/21/10 10:00,35.199592,-106.644831,,
Santa Fe,"yellow sphere with orange blinks trailing it. Moved pretty slowly, and was quite low to the horizon.",11/22/10 22:00,35.697473,-105.982146,,
Farmington,"the craft had and forward object protuding out of the fornt may or may not hand something onw the fornt of the shaft, then  it what loo",4/9/11 23:55,36.740321,-108.178691,,
Santa Fe,three eyewitness's and picture in news paper of ufo,6/30/66 22:30,35.697473,-105.982146,,
Albuquerque,"Bright light heading for Earth near Albuquerque, NM",5/1/09 19:30,35.199592,-106.644831,,
Albuquerque,Flash over desert turing green and red in color flying supersonicly.,12/2/10 13:32,35.199592,-106.644831,,
Socorro,"Silent red lights over Socorro, NM.  ((NUFORC Note:  Witness experienced in the field of astronomy.  PD))",1/22/10 18:00,34.0584,-106.89142,,
Albuquerque,Night sky turned white with a cigar shaped object in the middle of a circle of light,7/31/10 04:15,35.199592,-106.644831,,
Albuquerque,Low in the ski with colored light then turned into big bright light moving towards me and then zipped across the ski.,12/11/10 21:00,35.199592,-106.644831,,
House,Muliple blinking light over Nenahnezad Chapter House far below the san juan river,12/13/10 01:16,34.64673,-103.90441,,
Santa Fe,"on April 30th at 2:07 a.m., 8-10 lights in a boomerang formation was seen hovering the skies of Santa Fe, New Mexico.",4/30/11 02:07,35.697473,-105.982146,,
Lincoln,No visual sighting but took photo in Sitting Bull Fall that shows unknown objects in the sky.  ((NUFORC Note:  Bird or insect?  PD)),3/14/11 14:00,33.49203,-105.38387,,
Silver City,"Intensely bright, slow-moving, ""star-like"" object that grew even brighter before it suddenly disappeared.",8/3/10 21:00,32.853738,-108.330764,,
Albuquerque,What looks to be two bright stars with flashing red and green lights over the western skys of NM,8/3/10 00:00,35.199592,-106.644831,,
Belen,1 star shaped object with blinking lights & landings of other objects where there are no airports.,3/19/11 20:00,34.651051,-106.695247,,
Roswell,"I was on flight American Airlines 1924 on January 16, 2011.  The pilot announced that we were on descent just over Nevada bordering New",1/16/11 14:30,33.637061,-104.377926,,
Ruidoso,shimmering light appears/disappears/reappears followed by plane and an apparent air force jet,2/10/11 21:00,33.347226,-105.680284,,
Taos,"A light dropped vertically, hesitated, then travelled horizontally at 5000 mph.",2/14/11 18:45,36.429239,-105.554532,,
,Many UFO over new mexico white and green,2/2/11 16:40,0,0,,
Deming,craft hovering over town for over a month now and presently continuing to do so!  Deming NM,8/15/10 00:00,32.079682,-107.683073,,
Tijeras,"25 minute event of a Triangle shaped object seen by many on Interstate 40 in New Mexico, between Clines Corner and Tijera,New Mexico",1/15/79 20:00,35.035534,-106.275342,,
Albuquerque,A bright yellow light over Albuquerque on July 4th  1/2 hour before the city fireworks display,7/4/10 21:00,35.199592,-106.644831,,
Las Cruces,Several lights appeared in a line and disappeared one after another.,7/4/10 23:00,32.290052,-106.753893,,
Cannon Afb,This is a report of an experience that myself and a fellow Air Traffic Controller saw at Cannon AFB in 1974. We were sitting Outside of,8/15/74 22:00,34.38472,-103.31652,,
Albuquerque,"Upon driving from Albuquerque to El Paso, TX I came upon two red lights that were going across the sky following a star pattern. They m",4/26/01 03:00,35.199592,-106.644831,,
Albuquerque,"do you remember those long,pointed paper planes kids used to make -the one i saw had the sun glaring upon it. the craft was quite high ",6/30/01 12:30,35.199592,-106.644831,,
Albuquerque,Bright Round Shape directly above heads....,12/3/07 17:35,35.199592,-106.644831,,
,This is a true UFO.,4/7/11 01:00,34.434684,-106.131618,,
,White UFO Over New Mexico And Texas,9/28/11 12:30,0,0,,
Albuquerque,ROCKET WITH LONG THIN WINGS,10/25/11 11:00,35.199592,-106.644831,,
Santa Fe,Green Lights land in my yard!,10/25/11 18:00,35.697473,-105.982146,,
Albuquerque,"Fast, quiet and flying low over Albuquerque, NM",10/27/11 21:45,35.199592,-106.644831,,
Carson, I-25 south,While I was driving my car an unknown object wiith the force of the sun thousand times and wright flew over my vehicle and with an unkn,8/18/89 12:00,36.36447,-105.76529,
Truth Or Consequences,"3 Days of UFO Activity in Truth or Consequences, NM, 30 Sept. to 2 Oct., 2011",9/30/11 20:10,33.160602,-107.266914,,
Roswell,A light in the sky moving in a zig-zag pattern,9/4/11 19:50,33.637061,-104.377926,,
Farmington,"Weather ballon spotted over Farmington, New Mexico by many people.",9/8/11 19:05,36.740321,-108.178691,,
Rio Rancho,"Rio Rancho, New Mexico UFO spotted on Christmas Eve",12/24/11 21:45,35.268498,-106.783682,,
Alamogordo,Fire ball suddenly shoots up right angle and amazing speeds.,9/17/11 10:00,32.870046,-105.948967,,
Anthony,"While watching night sky with my head in the east-west position, a smooth, rounded, triangular craft passed over heading due south towa",9/17/11 21:17,32.01305,-106.60481,,
Albuquerque,Yellow ball accelerates rapidly from a standstill over Albuquerque Int'l Airport,12/27/11 05:25,35.199592,-106.644831,,
Albuquerque,"Saw a space ship hanging over the southern (Manzano) portion of the Sandia Mountains on evening. It was brightly lit, but not entirely.",11/18/11 19:00,35.199592,-106.644831,,
Albuquerque,Cyan color diamond shape glowing object outskirts west of Albuquerque NM.,12/31/11 20:20,35.199592,-106.644831,,
Deming,"Black, hovering object over the mountains of New Mexico",1/1/12 17:43,32.079682,-107.683073,,
Carlsbad,This is my UFO experience in 1985 I work for a potash company out of Carlsbad New Mexico is about a 30 min. to the road that heads to t,7/14/85 23:00,32.416897,-104.46539,,
Albuquerque,14 lighted objects on a clear night in New Mexico.,6/20/89 22:45,35.199592,-106.644831,,
Socorro,3-4 yellow round lights in a triad and a string over the northern end of the WSMR east of Socorro NM on 11.29.11 about 1830.,11/29/11 18:30,34.0584,-106.89142,,
Lovington,"Rectangle boxes in form of a train, varrying colors. Red and white hovering dots above and on the sides. Suddenly dissapears in 1hr.",1/3/12 19:15,32.94401,-103.34855,,
Rio Rancho,"A long beam of light extending from a light in the sky towards the earth, which disappears suddenly.",1/5/12 18:00,35.268498,-106.783682,,
,"Me and brother in law and his wife, were waiting for famliy to come back from Toas fiesta. After a good rain we were just outside the h",7/26/09,34.434684,-106.131618,,
Albuquerque,Reddish orange glowing triangular object appearing to viewers 30-35 minutes toward the West.,5/8/11 19:00,35.199592,-106.644831,,
Taos,2 larger craft that released a group of smaller craft.,5/29/10 20:10,36.429239,-105.554532,,
Fort Bayard,Like a big star the biggest one !!! i was at work around 3 am and it was hot in the unit so i went out for a moment and i sow this calm,12/3/05 03:00,32.757427,-108.007527,,
Albuquerque,"Green, glowing circle being chased through the albuquerque sky by helicopter",8/2/11 21:15,35.199592,-106.644831,,
Las Cruces,Enormous yellow sphere seen rising over the Organ Mts. before midnight  8-18-2011,8/19/11 23:55,32.290052,-106.753893,,
Taos,White light over New Mexico,6/30/11 23:09,36.429239,-105.554532,,
Tijeras,football field size and shape silent craft floating by over S.14,3/15/10 05:45,35.035534,-106.275342,,
Texico,Possible fighter jet shooting at UFO,6/25/11 23:05,34.38869,-103.05134,,
Farmington,the crafts made form several small lights made a SOLID METALLIC DIAMOND AND hoveredand disappeared.,5/1/11 22:15,36.740321,-108.178691,,
Belen,It's about time someone else see those lights in the sky Id been watching them for over a year now. I live in belen and see them all ar,5/18/11 10:00,34.651051,-106.695247,,
Albuquerque,((HOAX??))  Get the metal out of my body,5/4/11 09:00,35.199592,-106.644831,,
Vado,WHITE OBJECT COMES OUT OF BRIGHT LIGHT IN CLOUD,3/2/12 16:00,32.11871,-106.648973,,
,INTENSE BLUE BEAM OF LIGHT. PARALYZING AFFECT. OBJECT WAS NOT VISIBLE DURING EVENT .,2/21/78 03:00,34.434684,-106.131618,,
Albuquerque,"I was driving home on North bound I-25, approximately 1 mile north of the I-25/I-40 interchange.  I look up at the NNE sky and noticed",9/19/10 14:38,35.199592,-106.644831,,
Las Cruces,Green swoosh/check-mark gliding over NMSU,4/15/12 22:00,32.290052,-106.753893,,
Bernalillo,"Those New Mexicans from Albuquerque, Rio Rancho and Santa Fe that reported a bright object near the moon really saw a helium balloon.",9/22/12 18:00,35.30004,-106.55114,,
Espanola,Changing rectangle lights,8/25/12 12:30,35.993867,-106.088977,,
Albuquerque,Lights swirling around in clouds above Albuquerque,7/7/12 22:00,35.199592,-106.644831,,
,Pulsating and solid green light with erratic white light dancing around them.,9/1/12 21:00,0,0,,
Las Cruces,"Circle shaped red fire ball in Las Cruces, NM",6/15/97 03:00,32.290052,-106.753893,,
Carlsbad,Orange/Reddish in color. Steady in brightness. Rising straight up from horizon.  Slowly to about 90 degrees in the sky. Then lights out,7/2/77 01:00,32.416897,-104.46539,,
Socorro,Witnessed triangle shaped object with flashing lights and luminescent orb at 2:30 AM.,7/2/88 02:30,34.0584,-106.89142,,
Deming,"Huge beam of light comes from sky, no craft of any kind visible that could produce it.",7/20/00 21:30,32.079682,-107.683073,,
Albuquerque,Green orb like ufo new mexico albuquerque 11/3/12,11/3/12 00:00,35.199592,-106.644831,,
Albuquerque,At 930pm mst myself and two other once again saw a light appear 35% above western horizon due west of our house. object had green and r,9/4/12 21:30,35.199592,-106.644831,,
Albuquerque,"I believe I saw a UFO today ...... small object, moving slowly at first, picked up speed, and then accelerated to a very high speed.",11/4/12 12:00,35.199592,-106.644831,,
Ranchos De Taos,"Large westward moving blue-white meteor  18:34 MT seen from Taos, NM",11/4/12 18:34,36.345971,-105.68471,,
Albuquerque,My view is East of the object looking West toward it.  I look over an earth berm so my horizon is limited.  I have been an RN for 21 ye,9/6/12 22:00,35.199592,-106.644831,,
,Luminous green flashing object above Fajada Butte,3/15/11 21:00,0,0,,
,Steady point of light approaching at low altitude then retreat at incredible speed,3/25/11 22:00,0,0,,
Melrose,Bright Object in Eastern New Mexico Sky,10/9/12 18:00,34.50512,-103.564506,,
Las Cruces,4 fireballs in sky side by side,10/10/12 20:30,32.290052,-106.753893,,
Truth Or Consequences,Fast moving red ball and then flashing light,10/11/12,33.160602,-107.266914,,
Las Cruces,4 fireballs side by side,10/11/12 20:30,32.290052,-106.753893,,
Albuquerque,Lights in western horizon spotted again.,9/8/12 23:00,35.199592,-106.644831,,
Albuquerque,"A star, a planet?  Can't possibly be.   ((NUFORC Note:  We suspect that the time may be flawed.  PD))",11/7/12 14:00,35.199592,-106.644831,,
Rio Rancho,Bright light - thought at first to be a star traveled horizontal approximately 10 seconds then turned upward towards the sky and within,7/17/12 01:45,35.268498,-106.783682,,
Taos,"Parallelogram shaped bright, white light low on the horizon, flashed twice.",10/13/12 19:00,36.429239,-105.554532,,
Shiprock,Orange balls manifesting out of shiprock mountain,9/10/12 00:00,36.79189,-108.69785,,
Roswell,Bright flashes in sky east of Roswell.  Decended with not trail towards the ground.,11/8/12 22:30,33.637061,-104.377926,,
Tucumcari,"On Hwy 54 headed North, the entire sky lit up in a bright blue light beginning in the north horizon and encompassing entire 360 view.",11/8/12 23:00,35.114202,-103.615509,,
Albuquerque,Unknown explosion over Albuquerque NM.,11/9/12 23:00,35.199592,-106.644831,,
Albuquerque,Blue/Green streaming flash of light shooting towards and over the Sandia Mountains near Tramway.,11/9/12 23:00,35.199592,-106.644831,,
Velarde,"Red, Blue, and Bright White Hovering Crafts over the East Mesa in Velarde, NM.  ((NUFORC Note:  ""Twinkling"" stars?  PD))",10/15/12 22:00,36.15891,-105.97474,,
Santa Fe,"UFO over Santa Fe, NM on 10/17/12",10/17/12 05:33,35.697473,-105.982146,,
Algodones,"Seen objects that appear to flash red, green, violet. All spectrums of light. This event has been happening on clear nights. ((Stars??)",10/17/12 20:30,35.38006,-106.47284,,
Albuquerque,6/22/12 albuquerque new mexico  silver lite 3min  6/23/12,6/22/12 00:30,35.199592,-106.644831,,
Carlsbad,Clouds leaving contrails,9/16/12 10:00,32.416897,-104.46539,,
Albuquerque,Redsish star or Mars appeared to fade away,4/17/12 22:00,35.199592,-106.644831,,
Buckhorn,"Bright flashing object near Buckhorn, NM.  ((NUFORC Note:  We suspect a star or planet.  PD))",4/17/12 23:30,33.06335,-108.695588,,
Santa Fe,"At 6:45 pm while walking on the bike path near Frency's Park, a low flying bright white and a little bit blue light in a small oval or",10/23/12 18:45,35.697473,-105.982146,,
Las Cruces,Lights appear and then rotate upwards into the sky.,6/26/12 05:00,32.290052,-106.753893,,
Albuquerque,"White Circular object seen over Albuquerque, NM",4/22/12 13:00,35.199592,-106.644831,,
Espanola,Unknown white dot in sky Staying in one spot,9/22/12 07:00,35.993867,-106.088977,,
Rio Rancho,The Ufo was next to the moon it was Bright. it was not red it was a white light.,9/22/12 07:00,35.268498,-106.783682,,
Santa Fe,Seen above cloudine at sunset at 2 oclock/ originally thought to be reflecting the sun/ later bright white emitting own light in two po,9/22/12 17:00,35.697473,-105.982146,,
Albuquerque,Circle shape to the west  staying mostly in one spot as light fades it gets harder to see.  Smaller than the moon but way bigger than a,9/22/12 17:30,35.199592,-106.644831,,
Santa Fe,Diamond shaped object in sky at sunset we have video.,9/22/12 19:11,35.697473,-105.982146,,
Rio Rancho,"At 9:50 PM i was heading home from a park near Riverview Drive. As I was leaving the park, turning West, I noticed a red light in the W",4/23/12 21:50,35.268498,-106.783682,,
Mescalero,Huge rectangular object emmitting intense white light across roadway with extremely loud roar,5/22/74 05:30,33.154212,-105.803067,,
Holloman Afb,Had my military career and life threatened by an officer while in the USAF,8/21/74 11:00,32.836613,-106.077384,,
Rio Rancho,Circle of light drops from the night sky toward earth then disappears,2/6/12 05:00,35.268498,-106.783682,,
Ranchos De Taos,Four large objects moving fast and in the same direction seen in middle of UFO swarm.,5/14/12 23:00,36.345971,-105.68471,,
Taos,"Several blinking red lights circling Taos, NM valley.",2/9/12 22:00,36.429239,-105.554532,,
Hagerman,Total of 6 bright white orbs with red and green lights that flashed when they moved around in two perfectly aligned triangle patterns.,8/18/12 00:00,33.101546,-104.356588,,
Las Cruces,About 1000 light or more see traveling in a horizontal line traveling south,4/28/12 22:10,32.290052,-106.753893,,
Rio Rancho,Three disk appear in a photograph taken at a party with over 30 people.,6/9/12 21:00,35.268498,-106.783682,,
Farmington,"Bright ball traveling east up high, big and fast.  ((NUFORC Note:  Possible sighting of the ISS?  PD))",4/29/12 21:05,36.740321,-108.178691,,
Alcalde,"Strange object in sky during ""Super Moon""",5/5/12 09:40,36.08539,-106.05751,,
Pecos,"Saw nonmoving silver sphere for 10 seconds, then it just disapeared.",3/24/12 15:00,35.571588,-105.687047,,
Las Cruces,Glowing orb like object. Very bright yellow and red. Low western sky.  ((NUFORC Note:  Sighting of Jupiter and Venus?  PD)),2/22/12 21:20,32.290052,-106.753893,,
Albuquerque,"KRQE Albuquerque news report.  ((NUFORC Note:  We suspect that a ""twinkling"" star was observed.  PD))",5/26/12,35.199592,-106.644831,,
Albuquerque,"One craft at altitude that remained stationary for length on observation.  It appeared to be lower than commercial air traffic, because",4/4/12 17:38,35.199592,-106.644831,,
Carlsbad,star-like lights zipp across the sky out of Aries.,5/28/12 10:00,32.416897,-104.46539,,
Albuquerque,"White rectangle seen falling and then speeding off apparently under power of two ""cones"" of orange lights that suddenly came out",4/25/07 13:00,35.199592,-106.644831,,
Albuquerque,"Did not see an object, just long and fast bursts of extremely bright, white light; some of which shot off at different angles.",3/6/12 20:30,35.199592,-106.644831,,
Albuquerque,I was in my bedroom in bed.  I happened to look at my window and saw a deep blue horizontal light shaped like a bar flashing across the,4/16/12 23:00,35.199592,-106.644831,,
Albuquerque,Two dimmed lights traveling at insanely high speeds with no noise.,3/11/12 23:00,35.199592,-106.644831,,
Silver City,"Red/orange orb interacts with jets, chased by more jets, re-appears 4 days later.",1/20/12 22:20,32.853738,-108.330764,,
Lemitar,Star-like light in west sky over Lemitar for past month,2/6/12 20:00,34.153754,-106.912543,,
Espanola,Saucer shaped object  about  ten feet in diam.,6/1/47 17:00,35.993867,-106.088977,,
Farmington,Single reddish circle  in the sky that wasn't jet nor satelitte,10/10/11 01:00,36.740321,-108.178691,,
Albuquerque,White flashing fading light in the sky,6/27/12 21:00,35.199592,-106.644831,,
,A triangular star cluster shot off an egg shaped craft southwest on 7/24/13 at 2:31 in the morning over Lybrook NM.,7/24/13 02:31,34.434684,-106.131618,,
Roswell,UFOs videoed at the Roswell Crash site in 2005,7/4/05 11:00,33.637061,-104.377926,,
Santa Fe,"Glowing light  illuminates amorphic shape inside doorway of bathroom,as dogs bark at the roof  outside....",3/14/13 02:00,35.697473,-105.982146,,
Tucumcari,Pulsing white light over the horizon and a small moving light in the opposite direction.,8/26/13 17:30,35.114202,-103.615509,,
Albuquerque,Red and green lights of different sizes pulsating then &quot,turning&quot, upside down and moving direction rapidly on I40 at Wyoming e,8/6/13 23:30,35.199592,-106.644831
Algodones,UFO sighting NM crashing behind treeline then dissapears- was illuminating blue from the bottom with 2 apparnet thrusters with no sound,6/3/13 03:00,35.38006,-106.47284,,
Albuquerque,Green Orb,11/3/12 00:00,35.199592,-106.644831,,
Albuquerque,Black diamond shaped ufo seen over hovering about 300-400 feet over city.,12/4/12 09:30,35.199592,-106.644831,,
Albuquerque,"Single orangish rectangle with rounded corners, no blinking. Took a smooth route and was very fast, and would decrease speed.; Vanished",12/21/12 21:30,35.199592,-106.644831,,
Albuquerque,"BRIGHT ORANGISH, solid object; no noise, increased and decreased speed. STOPPED ABOVE MY HOUSE for 1 minute and disappeared/vanishsed!",12/21/12 21:30,35.199592,-106.644831,,
Portales,A big orange/grey circle type object appearing before and after storm.,8/12/13 09:23,34.076964,-103.352595,,
Albuquerque,Near encounter (100 feet) for 1 minute.,5/15/79 02:00,35.199592,-106.644831,,
, In-flight),Two motionless star-like lights appear for at least a minute then disappear,9/19/13 01:00,0,0,
Albuquerque,"Star like craft with wings just hovering in one spot in the sky, airplanes flying near it and dogs are barking like crazy.",9/19/13 19:45,35.199592,-106.644831,,
Albuquerque,"Above Albuquerque, a very strange light has been flying in weird formations. It moves in small bursts, like a fly on a window. It is a",4/13/13 22:00,35.199592,-106.644831,,
Albuquerque,Disk and a small cluster of strange lights.,6/10/13 22:30,35.199592,-106.644831,,
Albuquerque,"Something fell to earth in new mexico last night, craft like.",9/20/13 23:00,35.199592,-106.644831,,
Manzano,A bright purple sphere Hoovers then uses some type of warp drive to dissappear.,11/15/96 22:30,34.646727,-106.345019,,
Rio Rancho,Unmoving pure white light turned to orange then faded over Rio Rancho.  ((NUFORC Note:  Helium-filled balloon at high altitude.  PD)),9/21/13 19:00,35.268498,-106.783682,,
Albuquerque,Large bright cylindical UFO observed for 15 min.   ((NUFORC Note:  Helium-filled balloon at high altitude.  PD)),9/21/13 19:00,35.199592,-106.644831,,
Farmington,Three lights that formed a triangle moving across clear skies.,7/2/13 22:36,36.740321,-108.178691,,
